smiles,pce_pcbm_sas,pce_pcdtbt_sas,pce_1,pce_2,sas,pce12_sas
[nH]1c2C=C([SiH2]c2c2[se]c3ccncc3c12)c1scc2C=CCc12,-4.693608669,-4.693608669,0.0,0.0,4.693608669,-4.693608669
[nH]1c2cccnc2c2c1c1sc(cc1c1=CCC=c21)-c1cccc2c[nH]cc12,-2.112339178,-3.520109742,1.407770565,0.0,3.520109742,-2.112339178
c1ccc(nc1)-c1cc2ncc3ccncc3c2c2c[nH]cc12,-1.079437936,-2.871721713,1.792283777,0.0,2.871721713,-1.079437936
c1sc(-c2cc3oc4cc5ccc6cscc6c5cc4c3c3=C[SiH2]C=c23)c2[nH]ccc12,-0.653966512,-4.099388567,3.445422056,0.0,4.099388567,-0.653966512
C1C=Cc2oc3C=C([SiH2]c3c12)c1scc2ccoc12,-2.707659588,-4.547798741,1.840139153,0.0,4.547798741,-2.707659588
c1ccc(o1)-c1cc2c3nsnc3c3cc4ccncc4cc3c2o1,0.777303207,-2.997004467,3.774307674,0.0,2.997004467,0.777303207
c1cnc(s1)-c1ccc(-c2ccc(s2)-c2cccc3cCcc23)c2c[nH]cc12,-0.865688145,-3.362509193,2.496821048,0.0,3.362509193,-0.865688145
[nH]1c(ccc1-c1scc2[SiH2]ccc12)-c1cnc(s1)-c1cncc2nsnc12,5.921432074,13.35416405,10.1595888,17.59232079,4.238156731,23.51375286
c1ccc(o1)-c1sc(c2[SiH2]ccc12)-c1sc(-c2cccnc2)c2ccCc12,-1.325556546,-3.99150203,2.665945485,0.0,3.99150203,-1.325556546
[nH]1c2cc(-c3ncncn3)c3cscc3c2c2oc3cc[se]c3c12,0.637189422,-3.987105881,4.624295303,0.0,3.987105881,0.637189422
c1sc(-c2cc3c(o2)c2cc4c(ccc5=CCC=c45)cc2c2=CCC=c32)c2[SiH2]C=Cc12,-2.684328306,-4.514883356,1.830555051,0.0,4.514883356,-2.684328306
c1sc(-c2sc(-c3ccc(cn3)-c3cccnc3)c3cc[se]c23)c2ccsc12,1.678540876,-3.546480072,5.225020948,0.0,3.546480072,1.678540876
c1cnc(s1)-c1ccc(-c2cnc(-c3cncs3)c3nsnc23)c2cCcc12,6.278402987,13.83214093,10.04053855,17.5942765,3.762135567,23.87267949
c1[SiH2]c2c3Cc4ccccc4-c3c3cscc3c2-c1,-1.392738757,-3.802681332,2.409942575,0.0,3.802681332,-1.392738757
[nH]1cccc1-c1sc(-c2ccc(-c3cccc4c[SiH2]cc34)c3nsnc23)c2cc[se]c12,0.654727212,-4.346192537,5.000919749,0.0,4.346192537,0.654727212
C1C=c2c3cc(sc3c3c4cscc4c4ccc5=C[SiH2]C=c5c4c3c2=C1)C1=CC=C[SiH2]1,-2.056114212,-4.97755482,2.921440608,0.0,4.97755482,-2.056114212
c1sc(-c2cc3cc4ncc5ccccc5c4cc3c3cscc23)c2ccsc12,-0.282710694,-3.093456964,2.81074627,0.0,3.093456964,-0.282710694
c1ccc(o1)-c1cc2cc3c4ccccc4c4ccncc4c3cc2cn1,0.214430249,-2.475317415,2.689747664,0.0,2.475317415,0.214430249
c1sc(c2[SiH2]C=Cc12)-c1cc2oc3c(c2c2cscc12)c1ccccc1c1ccccc31,-1.33072578,-3.614205012,2.283479231,0.0,3.614205012,-1.33072578
c1cnc(-c2cc3c4nsnc4c4c(cnc5ccc6ccccc6c45)c3cn2)c2nsnc12,6.472788034,9.693914416,9.741180438,12.96230682,3.268392405,19.43509485
c1cnc(C2=Cc3cc4c(cc3[SiH2]2)c2c(ccc3=CCC=c23)c2=CCC=c42)c2nsnc12,0.529805851,-4.470283858,5.000089709,0.0,4.470283858,0.529805851
[nH]1cccc1-c1sc(-c2ncc(-c3scc4ccsc34)c3nsnc23)c2sccc12,3.091432717,-3.826872494,6.918305211,0.0,3.826872494,3.091432717
[SiH2]1C=CC2=C1C=C([SiH2]2)c1scc2cc[nH]c12,-3.815304717,-5.086122514,1.270817797,0.0,5.086122514,-3.815304717
[nH]1ccc2c3c[nH]cc3c3c4CC(=Cc4c4c[nH]cc4c3c12)c1scc2C=CCc12,-4.20471711,-4.20471711,0.0,0.0,4.20471711,-4.20471711
C1C=Cc2ncc3c(ccc4cc(cnc34)-c3ccc[se]3)c12,-1.078117519,-3.488079301,2.409961782,0.0,3.488079301,-1.078117519
c1ccc(s1)-c1sc(-c2cnc(s2)-c2ncncn2)c2cc[nH]c12,4.178009718,-3.297930881,7.475940599,0.0,3.297930881,4.178009718
[nH]1c2ccc3nsnc3c2c2c1c1ncc(cc1c1ccccc21)-c1scc2CC=Cc12,0.075307348,-3.3520353,3.427342648,0.0,3.3520353,0.075307348
c1ccc2c(c1)c1=C[SiH2]C=c1c1c2ncc2cc(-c3cccnc3)c3cscc3c12,-0.436366715,-3.566381725,3.13001501,0.0,3.566381725,-0.436366715
[nH]1c2cc(cnc2c2c3nsnc3c3ccc4=CCC=c4c3c12)-c1nccc2nsnc12,4.259333472,-3.781395877,8.040729349,0.0,3.781395877,4.259333472
c1sc(-c2ccc(o2)-c2sc(-c3cccnc3)c3occc23)c2[se]ccc12,0.354012471,-3.757867842,4.111880313,0.0,3.757867842,0.354012471
c1cc2c3c[nH]cc3c3c4CC(=Cc4sc3c2s1)c1ccccc1,-1.925744055,-3.302707804,1.376963749,0.0,3.302707804,-1.925744055
[nH]1c2ccc3cocc3c2c2c1c1CC(=Cc1c1=CCC=c21)c1cccc2c[nH]cc12,-3.9734109,-3.9734109,0.0,0.0,3.9734109,-3.9734109
c1cc2ccc3c(c4cocc4c4cc(-c5scc6nccnc56)c5nsnc5c34)c2s1,4.585512239,-3.705748281,8.29126052,0.0,3.705748281,4.585512239
[nH]1c(cc2ccc3c(oc4ccc5ccccc5c34)c12)-c1cccnc1,-1.504154362,-2.487156708,0.983002347,0.0,2.487156708,-1.504154362
[nH]1cccc1-c1ccc(cc1)-c1ncc(s1)-c1scc2ccoc12,-0.182530232,-2.998534727,2.816004495,0.0,2.998534727,-0.182530232
c1cc2c(s1)c1c(c3[SiH2]C(=Cc3c3=C[SiH2]C=c13)c1scc3cc[nH]c13)c1=CCC=c21,-4.224983,-5.042394033,0.817411033,0.0,5.042394033,-4.224983
c1sc(-c2ccc(cn2)-c2cnc(s2)-c2scc3[nH]ccc23)c2cc[SiH2]c12,-0.764604228,-4.037654167,3.273049939,0.0,4.037654167,-0.764604228
c1cc2cnc3c(ncc4cc(-c5cccc6=C[SiH2]C=c56)c5cscc5c34)c2s1,0.397113017,-3.982711075,4.379824092,0.0,3.982711075,0.397113017
c1cc2sc3c4oc(cc4c4cocc4c3c2c2nsnc12)-c1cccc2ccccc12,2.225193617,-3.263851165,5.489044782,0.0,3.263851165,2.225193617
c1cnc2c(c1)c1nsnc1c1cc(-c3ncncn3)c3ccccc3c21,3.811427257,-2.936197757,6.747625014,0.0,2.936197757,3.811427257
[nH]1ccc2c1c1c(c3[se]c(cc3c3=CCC=c13)-c1ncncn1)c1=C[SiH2]C=c21,-0.012272501,-4.856619633,4.844347132,0.0,4.856619633,-0.012272501
C1C=c2cccc(-c3cc4ccc5c6CC=Cc6oc5c4c4cscc34)c2=C1,-1.874612361,-3.655160841,1.78054848,0.0,3.655160841,-1.874612361
c1cnc2cc(-c3cc4c5cocc5ccc4c4ccccc34)c3cscc3c2c1,-0.885085573,-2.88353711,1.998451537,0.0,2.88353711,-0.885085573
c1cc2cnc3cc(-c4cncc5nsnc45)c4ccccc4c3c2c2c[nH]cc12,4.284609952,-3.179989417,7.464599369,0.0,3.179989417,4.284609952
c1sc(-c2ncc(s2)-c2Cc(cc2)-c2ccccn2)c2[se]ccc12,0.635115453,-3.821215496,4.456330949,0.0,3.821215496,0.635115453
[nH]1c2cc(-c3scc4[se]ccc34)c3c[nH]cc3c2c2cnc3ccc4c[nH]cc4c3c12,-2.744759149,-4.063233728,1.31847458,0.0,4.063233728,-2.744759149
c1sc(-c2sc(c3Cccc23)-c2ncc(-c3scc4[nH]ccc34)c3nsnc23)c2sccc12,0.90810111,-4.100340346,5.008441456,0.0,4.100340346,0.90810111
[nH]1ccc2c3cocc3c3c4[se]c(cc4[nH]c3c12)-c1cccc2ccccc12,-2.506289277,-3.497487764,0.991198487,0.0,3.497487764,-2.506289277
c1sc(-c2cc3cc4ncccc4cc3o2)c2[SiH2]C=Cc12,-1.090128377,-3.682957906,2.592829529,0.0,3.682957906,-1.090128377
c1sc(-c2cc3oc4c(c5c[nH]cc5c5ccc6=CCC=c6c45)c3cn2)c2[nH]ccc12,-2.597331862,-3.932759783,1.335427921,0.0,3.932759783,-2.597331862
c1sc(-c2ccc(cn2)-c2ncc(-c3scc4[SiH2]ccc34)c3nsnc23)c2ccCc12,3.711028746,-4.259916111,7.970944856,0.0,4.259916111,3.711028746
c1cnc(s1)-c1ccc(s1)-c1ccc(cn1)-c1scc2[nH]ccc12,0.503507154,-3.026819342,3.530326497,0.0,3.026819342,0.503507154
c1sc(-c2cc3[se]c4c(c5c[nH]cc5c5ccc6=CCC=c6c45)c3cn2)c2cc[se]c12,-1.890281771,-4.549650602,2.659368831,0.0,4.549650602,-1.890281771
[nH]1c2cc(sc2c2cnc3ccc4c[nH]cc4c3c12)-c1nccs1,-0.927723075,-3.333507804,2.405784729,0.0,3.333507804,-0.927723075
c1cc2c3nsnc3c3c4ccc(cc4c4=C[SiH2]C=c4c3c2s1)-c1nccc2nsnc12,4.431630289,-4.027795396,8.459425685,0.0,4.027795396,4.431630289
c1cc2oc3c(ccc4cc([se]c34)-c3cccc4nsnc34)c2o1,3.934401436,-3.667830881,7.602232316,0.0,3.667830881,3.934401436
c1sc(-c2cc3c(s2)c2ncc4ccc5cocc5c4c2c2ccccc32)c2[nH]ccc12,-0.911302281,-3.333569435,2.422267154,0.0,3.333569435,-0.911302281
[nH]1c(cc2c3c[nH]cc3c3c(ncc4ccc5ccccc5c34)c12)-c1scc2CC=Cc12,-2.517023422,-3.430345396,0.913321975,0.0,3.430345396,-2.517023422
c1[SiH2]c(cc1)-c1sc(-c2sc(-c3scc4ccsc34)c3cc[se]c23)c2ccCc12,-1.603383109,-4.85891638,3.255533271,0.0,4.85891638,-1.603383109
[nH]1c2ccc3nsnc3c2c2cnc3cc(-c4scc5[nH]ccc45)c4=C[SiH2]C=c4c3c12,-0.207393191,-4.161075416,3.953682225,0.0,4.161075416,-0.207393191
C1C=c2c3cc(ccc3c3ncc4ccc5=C[SiH2]C=c5c4c3c2=C1)C1=CC=CC1,-0.84879544,-4.193121685,3.344326246,0.0,4.193121685,-0.84879544
c1cnc(s1)-c1cc2sc3c4sccc4sc3c2o1,-0.41126903,-3.331188215,2.919919185,0.0,3.331188215,-0.41126903
[nH]1cccc1-c1cc2c3nsnc3c3cc4ccoc4cc3c2[se]1,-0.122017556,-3.80281165,3.680794094,0.0,3.80281165,-0.122017556
[nH]1c(cc2oc3c(c4c[nH]cc4c4ccc5cscc5c34)c12)-c1nccc2nsnc12,2.441229829,-3.755884845,6.197114674,0.0,3.755884845,2.441229829
c1ccc(s1)-c1sc(-c2sc(-c3scc4Cccc34)c3occc23)c2occc12,-0.193594157,-3.802769961,3.609175804,0.0,3.802769961,-0.193594157
[nH]1c(ccc1-c1cncc2nsnc12)-c1ccc(-c2scc3ccCc23)c2c[nH]cc12,1.378503037,-3.82832554,5.206828577,0.0,3.82832554,1.378503037
c1sc(C2=Cc3cnc4c(c3[SiH2]2)c2=C[SiH2]C=c2c2ccc3=CCC=c3c42)c2ccoc12,-1.566219462,-4.970173183,3.40395372,0.0,4.970173183,-1.566219462
c1ccc(C2=Cc3cc4cnc5ccc6nsnc6c5c4cc3C2)c2nsnc12,3.225107861,-3.31355829,6.538666151,0.0,3.31355829,3.225107861
[nH]1c2ccc3ccccc3c2c2cc3c(cc(-c4cncs4)c4=C[SiH2]C=c34)cc12,-0.437654155,-3.565133357,3.127479202,0.0,3.565133357,-0.437654155
[nH]1ccc2cnc3c4c5cocc5c(cc4c4=C[SiH2]C=c4c3c12)-c1cccc2=CCC=c12,-1.896243576,-4.372568954,2.476325378,0.0,4.372568954,-1.896243576
c1sc(-c2cc3[se]c4c(cnc5ccc6cscc6c45)c3c3cocc23)c2cc[se]c12,-4.419928517,17.64636367,0.0,22.06629219,4.419928517,17.64636367
c1cc2c(cn1)c1c(c3oc(cc3c3=C[SiH2]C=c13)-c1cccc3cscc13)c1=CCC=c21,-0.500237864,-4.224185781,3.723947916,0.0,4.224185781,-0.500237864
[nH]1c(cc2c1c1c3cscc3c3C=C[SiH2]c3c1c1ccccc21)-c1scc2occc12,-1.388843232,-4.002425292,2.61358206,0.0,4.002425292,-1.388843232
c1ccc([se]1)-c1cc2ccc3c4c5ccccc5ccc4c4=C[SiH2]C=c4c3c2[se]1,-4.169587998,-4.169587998,0.0,0.0,4.169587998,-4.169587998
c1sc(-c2sc(-c3sc(-c4cncc5nsnc45)c4cc[se]c34)c3ccsc23)c2ccoc12,5.133459791,15.89610025,9.432093844,20.1947343,4.298634052,25.3281941
c1cc2oc3c(oc4cc([se]c34)-c3cccc4=CCC=c34)c2[se]1,-0.977796907,-4.500173887,3.52237698,0.0,4.500173887,-0.977796907
c1sc(-c2sc(-c3sc(-c4scc5nccnc45)c4ccsc34)c3cc[nH]c23)c2occc12,0.712519493,-3.943434052,4.655953546,0.0,3.943434052,0.712519493
c1[SiH2]c(cc1)-c1sc(-c2ccc([se]2)-c2scc3ccsc23)c2cc[nH]c12,-2.456778622,-4.621559075,2.164780454,0.0,4.621559075,-2.456778622
C1C=CC=C1c1cc2[se]c3c(ncc4ccccc34)c2c2ccccc12,3.056386886,-3.203322389,6.259709275,0.0,3.203322389,3.056386886
c1sc(-c2cc3ncc4c5cnccc5oc4c3[se]2)c2cc[nH]c12,-0.750423517,-3.760030881,3.009607364,0.0,3.760030881,-0.750423517
c1ccc([se]1)-c1sc(-c2ccc([se]2)-c2ncncn2)c2[se]ccc12,2.657215728,-4.595902035,7.253117763,0.0,4.595902035,2.657215728
c1ccc(nc1)-c1cnc2c(cnc3c4ccccc4c4c[nH]cc4c23)c1,-0.685828888,-2.776761859,2.090932971,0.0,2.776761859,-0.685828888
c1ncc(s1)C1=Cc2c(C1)c1c(c3c[nH]cc23)c2c3nsnc3ccc2c2=CCC=c12,-0.601611124,-4.196975664,3.59536454,0.0,4.196975664,-0.601611124
c1ccc(nc1)-c1cc2ncc3c(ncc4ccc5ccccc5c34)c2c2cocc12,-0.393993781,-2.943603952,2.54961017,0.0,2.943603952,-0.393993781
c1sc(-c2ccc3c(c2)sc2c3c3nsnc3c3ccc4c[nH]cc4c23)c2cc[nH]c12,-0.580665799,-3.616507674,3.035841875,0.0,3.616507674,-0.580665799
c1cc2cc3c4c[nH]cc4c4cc(-c5scc6occc56)c5=CCC=c5c4c3cc2s1,-2.11878926,-3.887185093,1.768395833,0.0,3.887185093,-2.11878926
c1sc(-c2ccc(cn2)-c2sc(-c3cncc4nsnc34)c3ccoc23)c2occc12,5.807056249,-3.708291297,9.515347546,0.0,3.708291297,5.807056249
[nH]1c2cc(-c3cccc4cocc34)c3=CCC=c3c2c2sc3cccnc3c12,-1.674782735,-3.550122929,1.875340194,0.0,3.550122929,-1.674782735
[nH]1c(cc2ncc3c4ccccc4c4=CCC=c4c3c12)-c1cccnc1,-0.917951004,-3.100454342,2.182503338,0.0,3.100454342,-0.917951004
[nH]1ccc2c1c1ccc3cc(-c4scc5ccsc45)c4c[nH]cc4c3c1c1ccccc21,-2.076353751,-3.24694155,1.170587799,0.0,3.24694155,-2.076353751
C1C=c2c(cc3sc4c5[SiH2]C=Cc5c5=C[SiH2]C=c5c4c3c2=C1)-c1cccc2nsnc12,-1.300900685,-4.893681371,3.592780686,0.0,4.893681371,-1.300900685
[nH]1c(cc2c3c[nH]cc3c3c(oc4ccc5cscc5c34)c12)-c1scc2nccnc12,0.670195681,-3.709077401,4.379273081,0.0,3.709077401,0.670195681
c1sc(-c2sc(-c3ccc([se]3)-c3cccc4c[SiH2]cc34)c3nccnc23)c2occc12,1.76153571,-4.38022281,6.141758521,0.0,4.38022281,1.76153571
c1sc(C2=Cc3c(C2)c2c4ccccc4c4ccccc4c2c2nsnc32)c2CC=Cc12,1.188736724,-3.512787704,4.701524428,0.0,3.512787704,1.188736724
[nH]1c(cc2c3cocc3c3c(c4c[nH]cc4c4ccc5=CCC=c5c34)c12)-c1cccs1,-3.238847573,-3.805156309,0.566308736,0.0,3.805156309,-3.238847573
c1ccc(o1)-c1sc(-c2ccc(-c3ccccc3)c3ccccc23)c2ccsc12,-0.303707951,-2.549524338,2.245816387,0.0,2.549524338,-0.303707951
[nH]1c2C=CCc2c2c3c[nH]cc3c3cc(cnc3c12)-c1scc2ccsc12,-2.629145413,-3.773483227,1.144337814,0.0,3.773483227,-2.629145413
c1cc2ncc3c4CC(=Cc4cnc3c2s1)c1cccc2=C[SiH2]C=c12,1.029807818,-3.97693739,5.006745208,0.0,3.97693739,1.029807818
c1sc(-c2cc3oc4c(sc5ccc6=CCC=c6c45)c3o2)c2ccsc12,-0.475930889,-3.927231265,3.451300376,0.0,3.927231265,-0.475930889
c1cc2[se]c3c(c4c[nH]cc4c4ccc5ccccc5c34)c2c2c[nH]cc12,-2.749770555,-3.546288355,0.7965178,0.0,3.546288355,-2.749770555
C1C=c2c3C=CCc3c3c4cscc4c4C=C([SiH2]c4c3c2=C1)c1ccccn1,-1.923021648,-4.348950402,2.425928754,0.0,4.348950402,-1.923021648
c1sc(-c2cc3c4nsnc4c4c(oc5ccc6nsnc6c45)c3cn2)c2nccnc12,5.136503379,-3.711615589,8.848118968,0.0,3.711615589,5.136503379
C1C=c2c3cc(ccc3c3c4cscc4c4C=CCc4c3c2=C1)-c1cncc2nsnc12,3.077298568,-3.859153569,6.936452137,0.0,3.859153569,3.077298568
c1c-c2sc3c(c2-[s]1)c1ccccc1c1ccc2c[nH]cc2c31,-1.7059153,-2.966343117,1.260427818,0.0,2.966343117,-1.7059153
c1cc2Cc3c([SiH2]c4ccc5ccccc5c34)-c2c2cscc12,-1.247543996,-3.479626061,2.232082065,0.0,3.479626061,-1.247543996
c1cc2cnc3c4[se]c(cc4ncc3c2s1)-c1scc2[nH]ccc12,-1.882100093,-3.827596266,1.945496173,0.0,3.827596266,-1.882100093
c1cc2[se]c3c4cnc(cc4[se]c3c2c2nsnc12)-c1cccc2ccccc12,3.232225079,-3.514733357,6.746958436,0.0,3.514733357,3.232225079
c1sc(-c2cc3c4cocc4c4c([se]c5ccc6cocc6c45)c3[se]2)c2occc12,-4.568587879,12.42304,0.0,16.99162788,4.568587879,12.42304
[nH]1c2ccc3nsnc3c2c2c3cscc3c3cc(-c4ccccc4)c4=CCC=c4c3c12,-3.496909339,21.17751943,0.0,24.67442877,3.496909339,21.17751943
[SiH2]1C=Cc2sc3c(c12)c1nsnc1c1cc(ccc31)-c1scc2ccsc12,-0.093048499,-4.128008013,4.034959514,0.0,4.128008013,-0.093048499
[nH]1ccc2c3c[nH]cc3c3cc(ccc3c12)-c1scc2cc[nH]c12,-2.906953182,-3.304771266,0.397818083,0.0,3.304771266,-2.906953182
[nH]1ccc2[SiH2]c3c([se]c4cc([nH]c34)-c3scc4CC=Cc34)-c12,-4.791772308,-4.791772308,0.0,0.0,4.791772308,-4.791772308
c1ccc(cc1)-c1cnc2c(c1)c1ccccc1c1ccc3c[nH]cc3c21,-1.47212788,-2.496148184,1.024020304,0.0,2.496148184,-1.47212788
[nH]1c(cc2c1c1c3c[nH]cc3ccc1c1=C[SiH2]C=c21)-c1cncs1,-2.847727066,-4.262165496,1.41443843,0.0,4.262165496,-2.847727066
c1cc2c(cc(C3=Cc4c(C3)ccc3cscc43)c3=C[SiH2]C=c23)s1,-0.709083902,-4.127907804,3.418823902,0.0,4.127907804,-0.709083902
c1cc2ccc3c([se]c4cc(-c5cccc6nsnc56)c5=CCC=c5c34)c2s1,2.47995221,-3.842949303,6.322901512,0.0,3.842949303,2.47995221
[nH]1c(cc2sc3c(cnc4cc[se]c34)c12)-c1scc2[se]ccc12,-1.403363599,-4.485175893,3.081812294,0.0,4.485175893,-1.403363599
c1sc(-c2ccc3c(c2)[se]c2ccc4c[nH]cc4c32)c2cc[nH]c12,-2.773938156,-3.773873189,0.999935033,0.0,3.773873189,-2.773938156
c1cnc2c(c1)ncc1c3sc(cc3c3ccccc3c21)-c1nccc2nsnc12,6.652116942,14.91328595,9.625334051,17.88650306,2.97321711,24.53862
c1cc2[se]c3c(ccc4cc(sc34)-c3cncc4nsnc34)c2c2c[nH]cc12,4.394541422,-3.877203699,8.27174512,0.0,3.877203699,4.394541422
[nH]1c2cc(-c3cccc4cscc34)c3cscc3c2c2c3nsnc3c3ccccc3c12,-0.374378427,-3.332161742,2.957783316,0.0,3.332161742,-0.374378427
c1cc2ncc3c(sc4cc(-c5scc6ccsc56)c5c[nH]cc5c34)c2s1,-0.955343782,-3.583840492,2.62849671,0.0,3.583840492,-0.955343782
c1ccc(s1)C1=Cc2ccc3c(oc4cc[se]c34)c2[SiH2]1,-0.280577441,-4.331216565,4.050639124,0.0,4.331216565,-0.280577441
c1cc2c3c[SiH2]cc3c3c4ccccc4c4cCcc4c3c2s1,-4.064722382,-4.064722382,0.0,0.0,4.064722382,-4.064722382
c1ccc(C2=Cc3cc4sc5ccc6ccccc6c5c4cc3C2)c2nsnc12,2.751749536,-2.963849006,5.715598542,0.0,2.963849006,2.751749536
c1ccc(o1)-c1sc(-c2sc(-c3cccnc3)c3nccnc23)c2sccc12,-3.19068172,18.87466726,0.0,22.06534898,3.19068172,18.87466726
c1cc2sc3c(oc4cc(sc34)-c3nccc4nsnc34)c2s1,5.211405512,-3.531757833,8.743163345,0.0,3.531757833,5.211405512
c1cc2c(o1)c1[se]c3C=C(Cc3c1c1=CCC=c21)c1cncc2nsnc12,4.126682023,-4.433163569,8.559845591,0.0,4.433163569,4.126682023
c1Cc(cc1)-c1cnc(s1)-c1sc(-c2scc3Cccc23)c2occc12,0.304345638,-3.960659075,4.265004714,0.0,3.960659075,0.304345638
[nH]1ccc2c1c1ncc3cc(-c4cncs4)c4=C[SiH2]C=c4c3c1c1=C[SiH2]C=c21,-0.752093397,-4.820690512,4.068597115,0.0,4.820690512,-0.752093397
[nH]1ccc2ncc3c(ccc4cc(ncc34)-c3ccccn3)c12,-1.831028266,-2.634496964,0.803468698,0.0,2.634496964,-1.831028266
[SiH2]1C=CC=C1c1cc2sc3c(c4cocc4c4ccc5cocc5c34)c2[se]1,-1.109720031,-4.700202885,3.590482854,0.0,4.700202885,-1.109720031
[nH]1c2ccc3=C[SiH2]C=c3c2c2ncc3cc(-c4scc5occc45)c4cscc4c3c12,-1.018098575,-4.249666979,3.231568404,0.0,4.249666979,-1.018098575
c1sc(-c2cc3oc4c(cnc5ccc6nsnc6c45)c3c3c[nH]cc23)c2sccc12,0.803242146,-3.687681371,4.490923518,0.0,3.687681371,0.803242146
[nH]1c(cc2c3nsnc3c3c4c5cscc5ccc4c4=CCC=c4c3c12)-c1nccs1,0.770468346,-3.913471942,4.683940288,0.0,3.913471942,0.770468346
[nH]1ccc2ccc3c4CC(=Cc4[nH]c3c12)c1scc2C=C[SiH2]c12,-3.473035252,-4.277499639,0.804464388,0.0,4.277499639,-3.473035252
c1ccc(cc1)-c1cc2sc3c(ccc4ccc5c[nH]cc5c34)c2cn1,-1.663269331,-2.723363217,1.060093887,0.0,2.723363217,-1.663269331
c1cc2ncc3c4[se]c(cc4c4cscc4c3c2o1)-c1ccccc1,-0.853894733,-3.479662928,2.625768195,0.0,3.479662928,-0.853894733
c1cc2[se]c3c4oc(cc4c4nsnc4c3c2c2cscc12)-c1nccc2nsnc12,5.600689057,9.899219826,9.671183828,13.9697146,4.070494771,19.57040365
[nH]1c2C3=C([SiH2]c2c2sccc12)C=C(C3)c1ccccc1,-2.442035588,-3.531476565,1.089440977,0.0,3.531476565,-2.442035588
[nH]1c2ccc3cocc3c2c2[se]c3cc(-c4scc5[se]ccc45)c4nsnc4c3c12,2.067972337,-4.490000187,6.557972524,0.0,4.490000187,2.067972337
[nH]1c2cc(sc2c2c1c1c3cscc3ccc1c1=CCC=c21)-c1cncs1,-0.691969142,-3.851799466,3.159830324,0.0,3.851799466,-0.691969142
c1ccc(o1)-c1ccc(o1)-c1sc(-c2scc3cc[nH]c23)c2sccc12,-0.937667287,-3.397933631,2.460266344,0.0,3.397933631,-0.937667287
[SiH2]1C=CC2=C1C=C([SiH2]2)C1=Cc2occc2[SiH2]1,-3.753738938,-5.921391745,2.167652806,0.0,5.921391745,-3.753738938
[nH]1c(cc2cnc3c4[SiH2]C=Cc4ccc3c12)-c1cccs1,-3.69180406,-3.69180406,0.0,0.0,3.69180406,-3.69180406
c1cc2cn-c3c(-c2c2c[nH]cc12)c1cocc1c1ccc2nsnc2c31,0.271641985,-3.54110374,3.812745725,0.0,3.54110374,0.271641985
[nH]1c2ccc3cscc3c2c2cnc3C=C(Cc3c12)c1scc2cc[se]c12,-1.520590676,-4.155310577,2.634719901,0.0,4.155310577,-1.520590676
c1sc(-c2cc3cnc4c5cnccc5c5cocc5c4c3c3c[nH]cc23)c2cc[se]c12,-1.481440934,-4.04089155,2.559450616,0.0,4.04089155,-1.481440934
C1C=c2c3ccc4nsnc4c3c3cc4ncc(cc4cc3c2=C1)C1=CC=C[SiH2]1,0.967347149,-4.141066513,5.108413662,0.0,4.141066513,0.967347149
c1cc2c3cocc3c3c([se]c4cc(-c5scc6[SiH2]C=Cc56)c5c[nH]cc5c34)c2o1,-3.764100564,-4.810940187,1.046839623,0.0,4.810940187,-3.764100564
[nH]1c(cc2c3cscc3c3c(c4nsnc4c4ccc5=C[SiH2]C=c5c34)c12)-c1cccnc1,-0.265138462,-4.007402608,3.742264145,0.0,4.007402608,-0.265138462
c1cc2c3nsnc3c3cc4C=C(Cc4cc3c2o1)c1scc2ccsc12,-0.217064519,-3.661746475,3.444681956,0.0,3.661746475,-0.217064519
c1[SiH2]c(cc1)-c1ccc(cc1)-c1ccc(-c2ccc[se]2)c2cocc12,-1.731642122,-4.018821082,2.28717896,0.0,4.018821082,-1.731642122
[nH]1c2cc(-c3scc4C=C[SiH2]c34)c3cscc3c2c2sc3C=C[SiH2]c3c12,-2.673173446,-5.014695762,2.341522316,0.0,5.014695762,-2.673173446
c1sc(c2CC=Cc12)-c1cc2ccc3c(ccc4ccc5cocc5c34)c2c2nsnc12,0.509478604,-3.604404531,4.113883134,0.0,3.604404531,0.509478604
c1sc(-c2cc3c4cocc4c4c(cnc5ccccc45)c3[se]2)c2cc[se]c12,-0.032560873,-4.099127874,4.066567001,0.0,4.099127874,-0.032560873
c1ncc(s1)-c1sc(-c2ccc(-c3nccc4nsnc34)c3c[nH]cc23)c2ccsc12,3.606590014,-3.675215366,7.28180538,0.0,3.675215366,3.606590014
c1cc2cnc3c4[SiH2]C(=Cc4c4ccccc4c3c2o1)c1cccs1,-0.705887769,-3.500086928,2.794199159,0.0,3.500086928,-0.705887769
c1cc2c(o1)c1oc3cc(-c4ccccc4)c4=C[SiH2]C=c4c3c1c1=C[SiH2]C=c21,-1.611228565,-4.424235567,2.813007002,0.0,4.424235567,-1.611228565
c1cnc2c3sc4cc(-c5cccc6cocc56)c5=CCC=c5c4c3c3c[nH]cc3c2c1,-1.851113795,-3.755763185,1.904649389,0.0,3.755763185,-1.851113795
c1sc(C2=Cc3oc4c(cnc5ccc6c[nH]cc6c45)c3[SiH2]2)c2ccsc12,-0.494984011,-4.185192629,3.690208617,0.0,4.185192629,-0.494984011
[nH]1c(ccc1-c1sc(-c2scc3nccnc23)c2[nH]ccc12)-c1ccc[se]1,-2.901288376,-3.932717415,1.031429039,0.0,3.932717415,-2.901288376
