smiles,4lde score
O=C1C2C(CCCC2)CCC1,-7.4
O1C(NCCO)c2c(-c3c1cccc3)nc(c(c2)C#N)C,-8.1
[se]1nc(nc1c1ccc(Cl)cc1)c1ccc(Cl)cc1,-8.5
S(C1CCCC1)c1ncnc2n(CC)cnc12,-7.3
Oc1ccc(/C(=N\O)/c2ccccc2)cc1,-9.9
Clc1ccc(Nc2oc(nn2)C)cc1,-7.4
S=C(Oc1ccc([N+](=O)[O-])cc1)N(c1ccc([N+](=O)[O-])cc1)C,-8.4
N(C(C)(C)C)/C(=N\C(C)C)/Cc1ccccc1,-8.1
O(C(=O)C12CCCCC1=CC(=O)CC2)CC,-7.5
O(CCCC)C(=O)CCC(=O)OCCCC,-6.4
BrC1CC=CC(Br)CC=C1,-6.3
OC(C(C)C(=O)O)C=C,-5.8
S=C(OCc1ncccc1)N(C(=O)c1cc(OC)c(OC)c(OC)c1)c1ccccc1,-6
O=C(NCc1ccccc1)C(=O)O,-7.4
O=C(NC(C)C)Nc1c(ccc(c1)C)C,-7.8
ClC(Cl)(Cl)C(NC(=O)c1ccccc1)c1ccccc1,-9.4
O=C(N1CCCC1)N/C=C/C=C,-6.3
Clc1c(Cc2c(n[nH]c(=S)c2)C)cccc1,-8
O=C(Nc1cc2c(cc1)cccc2)C,-8.3
Fc1ccc(NC(=O)NC2CCCCC2)cc1,-9
O=c1[nH]c(NC(=O)OCC)cc2ncc(nc12)CN(c1ccc(cc1)C(=O)OC)C,-8.7
O=C1NC(=NC1C(=O)N)C,-6
Clc1cc2-c3c(C(O)c2cc1N)cccc3,-8.5
OC(c1ccccc1)(C)C(=O)C,-7.1
S(CCCCSCC(=O)O)CC(=O)O,-5.9
O(C(=O)CC(Cc1cc(OC)c(OC)cc1)C)C,-7.5
O=C1C(C(Cc2c1c(O)c(c(O)c2C(=O)OC)C(=O)OC)C)C(=O)OC,-7.1
O=C1C23C(C4C2CCC4)(C2C3CCC2)CCC1,-9.3
O=c1n2n(C3CC2C=C3)c(c1c1ccccc1)c1ccccc1,-6.8
OC(=O)c1cc([N+](=O)[O-])c(nc1)N,-7.9
Brc1c(NC(=O)C)ccc(Cl)c1,-7
S(C(C(N)C(=O)O)(C)C)CCc1ccc([N+](=O)[O-])cc1,-8.4
O=c1n(c(=O)n(c2n(Cc3ccccc3)cnc12)C)C,-8.7
Clc1cc2nccc(NCCCN(CCCC)CCO)c2cc1,-8.3
Clc1c(OC=C)c(Cl)cc(Cl)c1,-6
O1C2C3C(C1CC2)CCCC3,-6.6
S(=O)(=O)(N)Cc1ccccc1,-7.1
O=C1N2CC(CCC2)c2c1c1c(nc2N2CCN(CC2)C)cccc1,-4.3
Clc1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)OC,-7.2
o1[nH]c2CCC(NC(=O)OC(C)(C)C)(Cc2c1=O)C(=O)OCC,-7.3
O=C1N(C(CCCC)C)C(=O)c2c1cccc2,-8
c1(C(C)C)c(cc(C(C)C)c(c1)C)C,-7.1
O(c1c(CC)cccc1)Cc1ccccc1,-8.3
Clc1c(O)c(/C=N/C(CO)(C)C)cc(Cl)c1,-7.3
n1(N)c2c(nc1c1ccccc1)cccc2,-9.1
Oc1ccc(/N=C(/N=C(N)N)\N)cc1,-7.4
O(c1ccc(N(c2ccccc2)C(=O)NCCO)cc1)C,-8
P(=O)(OCCCC)(OCCCC)c1ccccc1,-6.8
O(C(=O)C(CC(=O)C(=O)OC)CC(=O)OC)C,-6.8
O1C(c2c(C1=O)cccc2)c1ccccc1,-9.1
n1c2CCCCCCc2nc2nc(nc(N)c12)N,-8.6
[Hg](OC(=O)C)c1n(c2c(n(c(=O)n(c2=O)C)C)n1)C,-7.5
Clc1ccc(cc1)C(=O)Oc1ccc([N+](=O)[O-])cc1,-9
[O-][N+](=O)c1ccc(CCCCCc2ccccc2)cc1,-9
O(c1c(N2CCN(CC2)CCCNc2n(c(=O)n(c(=O)c2)C)C)cccc1)C,-9.4
O=C(C(CC)c1ccccc1)C,-7.1
O(C(=O)c1c(NCCNc2c(cccc2)C(=O)OC)cccc1)C,-9.2
FC(F)(F)C1=C([N+](=O)c2c(N1[O-])cc(F)c(F)c2)C(=O)C(C)C,-7.7
O(C(COc1ccccc1)COc1ccccc1)C(=O)C,-8.2
OC(=O)c1c(n(nc1)C)N,-6.1
O=C(C1CC1)CC(C(C(=O)OCC)C(=O)OCC)c1ccccc1,-7.7
O=NN(c1c2c(ccc1)cccc2)c1ccccc1,-9.6
N(CCCC)CC#N,-4.5
Clc1cc(/C=C/2\CCOC2=O)ccc1Cl,-8.6
OCCN(c1nc2nc(N(CCO)CCO)ccc2cc1)CCO,-8.2
O1C(C(OC(=O)C)CC1(C)C)(C)C,-6.5
S1C(OCC1)c1ccc(NC(=O)OCC)cc1,-7.4
P(=O)(OCC)(OCC)Nc1cc(ccc1)C(=O)OC,-7.4
O(C(=O)C1=C(CCCC1)C(=O)OCCCC)CCCC,-7.3
[O-][N+](=O)c1cc(/C=N/N2CCCCCC2)ccc1,-8.8
Clc1cc(NC(=S)N)c(OC)cc1,-6.3
O(C(=O)c1ccc(C(C)C)cc1)CC=C,-7.7
OC1c2c(-c3c1cccc3)cc(N)cc2,-8.9
O(C1C(C(CCC1)C)C(C)C)C(=O)C,-7.3
S(CC)C(=S)SCC(=O)O,-4.9
O1/C(=C/C(=O)OCC)/C(O)(c2c1cccc2)C,-8.1
N#Cc1c(CCc2c(cccc2)C#N)cccc1,-8.6
Clc1ccc(C2(O)N3C(=NCC3)c3c2c2OCOc2cc3)cc1,-5.4
Clc1cc(NC(=O)OCC(C)C)c(cc1)C,-7.6
FC(F)(F)c1nn(nn1)C,-5.7
Fc1ccc(O/C=C\2/N3CCC(CC3)C2=O)cc1,-8.5
O=c1n(c2c(c3c1cccc3)cccc2)CC(=O)OCC,-7.1
S(c1n(c2n(c(=O)n(c(=O)c2n1)C)C)C)CCCC,-6.8
BrC1C(CC(CC1)c1ccc(cc1)CO)(C)C,-8.3
Clc1cc(OCCCO)ccc1,-6.2
O(C1N(NC(=O)C1(C)C)c1ccccc1)C,-7.5
S(=O)(=O)(N)c1ccc(cc1)/C=C/c1cc(OC)ccc1,-9.7
Clc1c(n2nc3c(cc2=O)cccc3)cccc1,-9.4
O=C1C2(N=Nc3c2cccc3)c2c(-c3c1cccc3)cccc2,-7.4
s1cc(c(=O)cc1)C(=O)OC,-6.4
O1CCN(CC1)c1ncnc2oc(nc12)C,-7.4
o1c(c2nc([nH]c(=O)c2CCCNc2ccccc2)N)ccc1,-9.3
O(CCCC)C(=O)C(OC(=O)OCCC)C,-6.4
O=C1C[C@H]2[C@@]([C@@H]3[C@H]([C@H]4[C@](CC3)(CCC4)C)CC2)(CC1)C,-7.8
S(=O)(=O)(Nn1c2CCCCc2cc(c1=O)C#N)c1ccc(cc1)C,-7.9
Brc1c(NC(=S)NC(=O)c2ccccc2)cccc1,-8.9
FC(F)(F)c1cc(/N=c/2\oc3c(cc2C(=O)NC(=O)C)cc(OC)cc3)ccc1,-5.7
Clc1c(C(O)C2CCCCC2=O)c(Cl)ccc1,-8.4
O(c1cc(c(cc1OC)C(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)O)C,-9.6
O1CCN(CC1)CCOC=C,-4.8
O=c1n(c(=O)n(c2nc(n(c12)C)NN)C)C,-7.4
Clc1ccc(C2(O)CCN(CC2)CCCC(=O)c2ccc(N(C)C)cc2)cc1,-9.6
FC(F)(F)C(O)(C)C#N,-5.1
s1c2c(Cc3c(C2=O)csc3)cc1,-7
O(C(=O)CN(c1ccc(cc1)C(=O)C)CC(=O)OCC)CC,-8
S(=O)(=O)(Cc1[nH]c2c(n1)cccc2)Cc1[nH]c2c(n1)cccc2,-9.4
S(Cc1ncnc2nc[nH]c12)C,-5.8
Clc1c(Nc2sc(c(n2)C)C(=O)OCC)cc(Cl)cc1,-8
O=C(CCC(=O)C(c1ccc(cc1)CC#N)C#N)C(c1ccc(cc1)CC#N)C#N,-8.9
S1(=O)(=O)N(c2nc(c(nc2C(=N1)N)c1ccc(OC)cc1)c1ccc(OC)cc1)C,2.9
O=C(NC(=O)C)CCc1ccccc1,-7.8
O=C(N(c1[n+]([O-])cc(cc1)C)C(=O)c1ccccc1)c1ccccc1,-4
[nH]1c(nc2c1cccc2)Cc1[nH]c2c(n1)cccc2,-9.8
S(C1=C(C(=O)N(C(=O)C1C#N)c1ccc(OC)cc1)C#N)C,-6.7
O=C(c1ccc(CC)cc1)CCC(=O)O,-8
O1C(C(C(=O)C1=O)(C)C)C,-6.3
O(C(=O)c1c(n2c(CN(C2)C(C)C)c1C)C)CC,-6.9
S(CCC(=O)OC)c1ccccc1,-6.6
O(CCCOc1cc([N+](=O)[O-])ccc1)c1cc([N+](=O)[O-])ccc1,-9.3
O1c2c(C(=O)/C(=C/N3/C(=N/C(=O)C)/N(/C(=C\c4occc4)/C3=O)C)/C1=O)cccc2,-8.7
S(N=O)C(C(NC(=O)C)C(=O)O)(C)C,-6.5
N(CCC(c1ccccc1)(c1ccccc1)c1ccccc1)(C)C,-7
OC1(C(CCCC1)C)C,-5.9
Clc1c(N2C(=O)C=CC2=O)cc(Cl)cc1,-7.3
O(CCN1C(=O)c2c(C1=O)cccc2)C=C,-7.4
O(C(C)(C)C)C(=O)NN1Cc2c(Cc3c(C1)cccc3)cccc2,-6.6
O=C(c1c(cc(cc1C)C)C)C,-7.4
O=C(N[C@@H]1[C@@]2(C([C@@H](C1)CC2)(C)C)C)CCC,-7.8
O=C1N(C(=O)CC21CCCC2)c1c(O)cccc1,-8.2
O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC3)C=CCC2)CC1)C)C,-8.9
O1C2C3C(C1C=C2)C(=O)N(C3=O)c1c(cccc1)C,-7.6
Clc1cc(NC(=O)C(=O)C(c2ccccc2)C#N)ccc1Cl,-9.6
O(c1nc(OCC=C)nc(n1)N)CC=C,-6.7
S=C1OC2C(O)C(O)C(OC2N1)CO,-6.6
OC(=O)N1CCN(CC1)c1c(nc([nH]c1=O)C)C,-7.5
O(C(=O)C1C(CCC(C1)c1ccccc1)C(=O)OC)C,-8.2
O=c1[nH]c(N)c2cc3c(nc2n1)cccc3,-8.3
O(CCCCC)C(=O)/C=C\C(=O)OCCCCC,-6.5
[O-][N+](=O)c1ccc(N/C(=N/c2ccc([N+](=O)[O-])cc2)/c2ccccc2)cc1,-8.2
Clc1cc(c(OC(=O)N)c(c1)C)C(=O)c1ccccc1,-8.5
S1(=O)(=O)N=C(Sc2ccccc2)c2c1cccc2,-9
o1c(CNC(=O)Nc2cc([N+](=O)[O-])c(cc2)C)ccc1,-9.3
[O-][N+](=O)c1c(Nc2ccc(cc2)C)ccc([N+](=O)[O-])c1,-10
OCCn1ncc2c1cc([N+](=O)[O-])cc2,-7.9
O(c1cc(O)c(C(=O)c2c(O)cccc2)cc1)C,-9.3
O(C(=O)/C=C/c1ccncc1)C,-6.7
O[C@](C1N(CCC1)CC(=C)CCCCC)(CC(=O)OCC)C,-7.4
O=c1[nH]c(nc(c1CCCNc1ccccc1)Cc1ccccc1)N,-9.8
N1(CCC(Nc2ccccc2)CC1)Cc1ccccc1,-9.1
O(c1c2c(c(c(c1)C(=O)OCC)CC)ccc1c2ccc(OC)c1)C(=O)C,-6
O(c1cc2c(c3c([nH]c2=O)cc([N+](=O)[O-])cc3)cc1[N+](=O)[O-])C,-8.9
O(C(=O)C(C)(C)C)CCNc1nc(nc2c1cccc2)c1ccccc1,-8.3
S1C(NC(C1)C(=O)O)c1ccc(C(C)C)cc1,-8.6
OC(=O)CCCc1c2c(ccc1)cccc2,-8.7
O(c1cc(C2N(CCN2Cc2ccc(OC)cc2)Cc2ccc(OC)cc2)ccc1OC)C,-6
S(C1=NNC(C(=O)N1)(C)C)Cc1ccccc1,-8.5
S1CC(C(=O)C1)C(=O)OC,-5.3
Nc1c(/C=C/c2ccncc2)cccc1,-8.7
S(c1c2c(ncc1)c(ccc2)C(F)(F)F)CCc1oc(SC)nn1,-9.3
O=C1NC(=O)NC(=O)C1(CCC)/C(=C/CC)/C,-7.6
Brc1cc2c(cc1)cccc2,-7.5
O=C(C1=CCC2C3C(C4(C(=CC(=O)NCC4)CC3)C)CCC12C)C,-6
S1C(c2ccccc2)C(=O)NC(=O)C1C,-7.8
O=C1N(C(=O)C2C1C1CC2C=C1)CCCN1CCOCC1,-8.6
O(C(=O)c1n(C(c2ccccc2)C)cnc1)CC,-7.5
O(c1ccc(CN(Cc2ccccc2)c2ncccn2)cc1)C,-8.1
O(c1ccc(C(=CC)c2ccc(OC(=O)CC)cc2)cc1)C(=O)CC,-9.1
S=c1[nH]c2c(nc1NCc1ccccc1)cccc2,-8.6
N(Cc1c2c(ccc1)cccc2)(Cc1ccccc1)C,-9.5
S(CC(C)C)CC(C)C,-5.1
O(CCOC(=O)Nc1cc(ccc1OC)C)c1ccc([N+](=O)[O-])cc1,-9.4
OCCCCN1CC(N(C(C)(C)C)CC1)C,-6.2
O(c1cc2c(c(cnc2cc1)CO)CO)C,-7.6
BrC(=C)CN1C2C(CC1)(C(=O)C([Se]c1ccccc1)CC2)c1ccccc1,-4.9
O=C(N1CCCCC1)CCC(=O)OCC,-6.7
Clc1c2c(nc(c1)C)c(Cl)cc(Cl)c2,-6.7
o1c(/C=C/c2ncccc2)ccc1,-7.2
O(c1c(O)c(c(O)cc1OC)C(=O)/C=C/c1ccccc1)C,-10
s1c2n(c(/C=C/3\c4c(NC3=O)cccc4)c(n2)C)cc1,-8.3
O1C2C(C(C1=O)c1ccccc1)CCCC2,-9.1
O1c2c(CC1)cc(Cc1c(nc([nH]c1=O)c1ccccc1)c1ccccc1)c(O)c2,-9.2
O1C2C(Cc3c1cccc3)COc1c2cccc1OC,-9.8
O(C(=O)c1c(N)ccc([N+](=O)[O-])c1)c1ncccc1,-9.2
On1c(=O)c2c(nn(c2)c2ccccc2)[nH]c1=O,-9.6
N1=NC(C2(C1(C2C)c1ccccc1)c1ccccc1)(C)C,-9.2
N(CCNCCN)(CC)CC,-5
o1c2c(c(O)c(OC)c(OC)c2C)c(=O)cc1C,-6.3
Clc1c(c(C(O)c2ccccc2)ccc1)CN(C)C,-9
O(c1c(OC)cc(cc1OC)/C=N/c1oc(nn1)c1ccccc1)C,-8.8
O=C1NC(=O)NC(=O)C1(CCC(C)C)C(=C)C,-7.7
O=C(NCCNc1ncnc2nc[nH]c12)NC,-7.1
O=c1[nH]n(cc1NC(=O)Cc1ccccc1)c1ccccc1,-9.4
S1CC(=NNC1=O)c1ccccc1,-7.6
S(c1c(C(=O)N[C@@H](CC(C)C)C(=O)N)cccc1)C(=O)c1cc(OC)c(OC)cc1,-9.9
O(c1c(OC)cc(cc1OC)/C=N/c1ccc(OCC)cc1)C,-8.2
N1(/N=C/c2c3c([nH]c2)cccc3)CCN(/N=C/c2c3c([nH]c2)cccc3)CC1,-9.1
n1(n2c(ccc2C)C)c2c(c3c1cccc3)cccc2,-7.8
OC(Cc1nc2c(nc1)cccc2)C(=O)OCC,-8
O=C(c1cc2c(cc1)cccc2)CCC(=O)O,-9.1
O=C(C(c1c(cc(cc1C)C)C)C#N)C,-7.3
O(C(=O)C(N1C(=O)c2c(C1=O)cccc2)CCC(=O)OCC)CC,-8.7
S(=O)(=O)(OCCc1ccc(cc1)C)c1ccc(cc1)C,-9
Brc1cc(c(cc1O)C)C,-6.9
S1C(OC(=O)C)C(OC(=O)C)C([N+](=O)[O-])C(OC(=O)C)C1,-7.2
Brc1ccc(/N=C/C(=O)c2ccc(cc2)C)cc1,-8.6
N1(CN(CN(C1)C(C)C)C(C)C)C(C)C,-6
S(=O)(=O)(O)c1c(c([N+](=O)[O-])cc(N)c1)C,-8.7
S(c1n[nH]c(=S)c2nc[nH]c12)CCO,-6.2
O(CCCCCCCC)C(=O)c1ccc(N)cc1,-7.7
O1CC(COC1C(c1ccccc1)C)(CC)CC,-8.7
O1C2(OC(C1(OC2(C)C)c1ccccc1)(C)C)c1ccccc1,-7.3
Clc1c2oc(=O)c(cc2cc(Cl)c1)C(=O)C,-7.5
Brc1c2c(c(=O)c3c(c1Br)cccc3)cccc2,-6.9
[As](=O)(O)(O)c1c(ccc(N)c1)C(=O)O,-8.8
O1N2C(C3C1(N1CCCC1)CCCC3)(C(=O)c1c2cccc1)c1ccccc1,-6.4
Brc1c(O)c2c(c(O)c(Br)cc2)cc1,-7.8
O(CCNCCOCc1ccccc1)Cc1ccccc1,-8
O1C(C(COC1CCCCCCC)(C)C)C(C)C,-7.8
O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=C/C/3=N\OCCN3CCCCC3)C[C@@H](O)CC4)C)CC2)CC1)C,-3.4
O(c1c2c(C(=O)CCCC2=O)c(O)cc1)CC(=O)O,-8.2
O(C(=O)C1=C(NC(=C(C1c1ccncc1)C(=O)OCC)C)C)CC,-6.5
O(c1cc([C@@H](N2[C@@H](CN([C@H](C2)C)CC=C)C)c2ccc(cc2)C(=O)N(CC)CC)ccc1)C,-5.9
O(c1ccc(/C=C(\C(=C(C)C)C(=O)O)/C(=O)OC)cc1)C,-8.1
o1n[n+](c2ccc(cc2)C)cc1[O-],-7.5
o1c(CNc2ncnc3n(cnc23)C)ccc1,-7.7
O(C1C(CCC(C1)C)C(C)C)CC(=O)O,-7.7
O=C1C2CCN(CC2)/C/1=C/c1ccc(OCc2ccccc2)cc1,-10
OCCCCCCCCC=C,-5.7
n1c(CCCC)cc(cc1)C,-6.3
O1C(C(COC1CCCCCCCCC)(C)C)C,-7.7
Clc1cc(Cn2c3nc[nH]c(=O)c3nc2)ccc1,-9.6
Clc1cc(NCC(=O)NN)cc(Cl)c1,-7.3
O(c1c(NC(=O)c2ccc([N+](=O)[O-])cc2)cccc1[N+](=O)[O-])C,-8.6
Clc1c(/C=C/C(=O)c2cc(Cl)ccc2)cccc1,-9.7
S(C(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccccc1)CC(N)C(=O)O,-8
O(CC(C)C)C(=O)c1ccc(OC)cc1,-7.3
Clc1c2oc(c3cc(OC)c(OC)c(OC)c3)c(O)c(=O)c2cc(Cl)c1,-7.6
[nH]1nc(cc1Cc1ccccc1)c1ccccc1,-9.6
O1CCN(Cc2c([nH]c3c(c2=O)cc(N(C)C)cc3)C)CC1,-8.3
Clc1c(NP(=O)(OCC)OCC)cc2c(ncn(c2=O)C)c1,-8
O=C(CCC(c1ccccc1)C#N)C,-7.5
O(C(=O)C(C(CC)c1cc2c(cc1)cc(OC)cc2)CC(=O)O)C,-9.7
O(C(=O)NC1C2c3c(C(C1)c1c2cccc1)cccc3)CC,-9.7
O=c1n(c(=O)n(c2=NC3N(C(=c12)N(C)C)C=CC=C3)C)C,-6.2
O(CC1C2CC(C1)CC2)C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-9.4
O1C(C2OC(=O)NC2C(O)C1OC)CO,-7.4
O1C2(C(C3C(C4(C(=CC(=O)CC4)CC3)C)CC2)CCC1=O)C,-8.4
O(C/C=C/c1ccccc1)C(=O)Nc1cc(ccc1)C,-9.2
O(c1c2CCC3C(=NNC3=O)c2cc(OC)c1OC)C,-7.7
ClC1=C(Cl)C(=O)OC1CC(=O)c1ccc(Cl)cc1,-8.7
O=C(CCC1CCC(CC1)C(C)C)C,-7.3
S1C2N(C(=CN2C=C1)c1ccccc1)CCO,-8.2
Clc1c(NC(=O)NC(=O)N)cc(Cl)cc1,-8.1
OC(=O)C(N)Cc1[nH]ncn1,-6
Cl/C(=C/C)/c1c(c(c(cc1C)C)CC(=O)O)C,-7.7
o1c(c2c3c1ccc(OC)c3C=CC=C2)CC,-7.9
OCCN(c1cc(ccc1)C)CC,-6.5
Clc1ccc(SCC(=O)Nc2ccccc2)cc1,-8.6
O=c1n(c(=O)nc2-c1nc1c(n2c2c(cccc2)C)cccc1)C,-6.6
Clc1cc([N+](=O)[O-])c(N)cc1Cl,-7.3
[As](=O)(O)(CC(O)CC)c1ccccc1,-8.5
S(CCCC)c1nc(nc(c1)C)N,-6.6
O=c1[nH]c(nc2ncc(nc12)/C=C/c1ccccc1)NC(=O)C,-9.3
Brc1ccc(Nc2[nH]c(=O)[nH]c(=O)c2C#N)cc1,-8.8
O(C1CCn2nnc(c12)COC(=O)NC(C)C)C(=O)C,-8.3
n1c2c(nc(nc2N)c2ccccc2)nnc1c1ccccc1,-9.8
Clc1c2N(C(CC(=O)c2ccc1)C)C,-7.3
O=c1[nH]c(=O)[nH]c2nc3c(c(c12)C(=O)O)cccc3,-9.6
O(c1cc2C3N(C(Cc2cc1O)c1c(C3)cc(OC)c(O)c1)C)C,-6.6
O1C2c3c(C1C(=C2C(=O)OC)C(=O)OC)cc1c(c3)cccc1,-9.2
O=C1N(C(/N=C/c2ccccc2)(c2c1cccc2)c1ccccc1)C,-8.3
OC(=O)CC1(CCCCC1)c1ccccc1,-8.7
O(C(=O)CNc1nc(N(O)C)nc(n1)N(O)C)C,-7
[O-]/C(=N\c1ccccc1)/N[n+]1c(cccc1)C,-8.4
S(c1oc(nn1)c1ccccc1)CC(=O)O,-7.7
Clc1cc2C(O)c3c(-c2c(N)c1)ccc(Cl)c3,-8.6
O(CCC)C(=O)COc1ccccc1,-6.6
S(CCC(=O)O)C(=O)Nc1c(F)cccc1,-7.7
Clc1ccc(c2nc(N)c(c3-c4c(OCc23)ccc(F)c4)C#N)cc1,-7.2
OC(=O)c1c(ncc([N+](=O)[O-])c1)C,-7.4
S(C1C2(C1(CCCC2)C)C)c1ccccc1,-9.2
O(C(C)(C)C)C(=O)N1[C@@H](Cc2c(C1)cc(O)cc2)C(=O)O,-7.5
O=C1C(CCCC1)(c1ccccc1)C,-7.9
O1Cc2c(C(O)(CC(=O)OC)C1=O)cc1-c3nc4c(c(OC)c3Cn1c2=O)cccc4,-8.5
O=c1n(CCC(C)C)ccc(n1)N,-7
O=c1n(c(=O)c([N+](=O)[O-])cn1C)C,-6.9
Fc1ccc(C2Nc3c(-n4c2ccc4)cccc3)cc1,-9.4
S(c1n2c(NC(=O)C2)c2-c(nc(c2C)c2ccccc2)n1)C,-8.7
O1C(=O)C2C3C(=C4C(C2C1=O)CC=CC4)c1c(CC3C)cccc1,-5.8
O=c1n(N)c(nc2c1cccc2)C,-8.3
O(c1cc(N)ccc1)CC(=O)O,-6.9
OC(CCCC)CNc1ccccc1,-6.9
OC(CCCCCCCC)(C)C,-6.3
C(CC(=C)C)(C)(C)C,-5.5
N1C(C(NC(C1(C#N)C#N)c1ccccc1)(C#N)C#N)c1ccccc1,-5.3
Fc1c(/N=c/2\oc3c(cc2C(=O)NC(=O)C)cccc3)cccc1,-6.1
o1c(C(=O)Nc2c(cc(c(c2)C)C)C)ccc1,-8.5
O(/N=C/c1ncccc1)Cc1ccccc1,-7.9
O=C1CC2N(C(CC2)C1)C(=O)OCC,-6.3
s1c2c(nc1c1ccc(O)cc1)ccc(c2)CC,-8.9
N(CCNCC(Cc1ccccc1)c1ccccc1)(C(C)C)C(C)C,-8.7
O=c1[nH]c(=O)nc2-c1nc1c(n2Cc2ccccc2)cccc1,-10
O1C(C(NC(=O)c2ccccc2)C(=O)c2c1cccc2)c1ccccc1,-6.9
S(=O)(=O)(Nc1cc(ccc1)C(F)(F)F)CCC(N)C(=O)O,-9
O1CCN(CC1)c1cc(oc(=O)c1C#N)c1ccccc1,-9.3
Clc1c2c(nc(c3ccccc3)c1)cccc2,-9.2
O=c1[nH]c(nc(N)c1C(CC)C)N,-6.9
BrC(C(OCCOC)c1cc2OCOc2cc1Br)C,-7.1
O=C(N1C(C=Cc2c1cccc2)C(=O)N)c1ccccc1,-8.1
s1c2c(CN(CC2)CC)c2c1[nH]c(=O)[nH]c2=O,-7.3
O(CC1CCCCC1)c1ccc(OC(C(=O)NCc2occc2)C)cc1,-9.7
S=c1nc[nH]c2n(N)cnc12,-6.3
S(=O)(=O)(N/N=C/C(=O)O)c1ccc(NC(=O)C)cc1,-8.3
N(CCCCNCC)CC,-4.8
S(=O)(=O)(OC(C1OC(OC1COS(=O)(=O)C)(C)C)C1OC(OC1)(C)C)C,-6.6
O1C(n2cc(c(=O)[nH]c2=O)C)C=CC1COC(=O)CN(C)C,-8.4
O(c1c(C(C(CC#N)CC#N)c2ccccc2)cccc1)C,-7.5
OC1(C2=C([N+](=O)c3c(N2[O-])cccc3)c2c1cccc2)C,-7.5
O=C(N)C(NC(=O)CNC(=O)c1ccccc1)CC(C)C,-8.7
O1CCN(CC1)CCOC(=O)c1oc2c(c1C)c(OC)c1c(occ1)c2OC,-8.5
o1c(nc(c1N)C#N)COC(=O)C,-6.2
S(=O)(=O)(c1cc2-c3c(C(=O)c2cc1)cc(NC(=O)C)cc3)C,-10
OC(=O)C1c2c(C(c3c1cccc3)C(=O)O)cccc2,-9.2
O=C1Nc2c(/C/1=C/c1cc(OC)c(OC)c(OC)c1)cc(N(C)C)cc2,-9.6
Brc1ccc(NC(=S)NC2c3c(NC2=O)cccc3)cc1,-9.5
C1(CCCCC1)c1c(C(C)C)cccc1,-8.4
O(CCCC(C)C(=O)O)C,-5.5
Clc1ccc(cc1)C(=O)OCC,-6.4
Clc1ccc(Cc2n(N3C(=O)c4c(C3=O)cccc4)c(=O)[nH]n2)cc1,-9.8
Oc1cc2c(cc3c(c2)cccc3)cc1C(=O)O,-9.5
O(C(c1ccccc1)c1ccccc1)C,-7.6
O=C(c1c(ccc(c1)C)C)C,-7.2
O1C(CC(=C)C1=O)(COc1c2c(oc(=O)c1)cccc2)C,-9.5
O=C(Nc1ccc(NC(=O)c2cc(ccc2)C#N)cc1)c1cc(ccc1)C#N,-6.6
O=C(CC(C)C)C(C)C,-5.6
O1C(C(O)C(O)C(/N=C/C=C/c2ccccc2)C1O)CO,-9.6
O(c1cc(CCn2c(cc(=O)c(O)c2)CO)ccc1OC)C,-9
Clc1ccc(N=O)cc1,-6.5
OC(=O)c1c(cc(c(c1)C)C)C,-8
O(c1ccc(NC(=O)C)cc1)CCC#N,-7.2
s1c2n3[nH]nc(c3nc(=O)c2c(c1C(=O)OCC)C)C(=O)OCC,-8.4
Clc1ccc(OC(=O)OCC(C)C)cc1,-7.1
N1(CCCCC1)Cc1cc(c(NC)cc1)C,-8.3
S=C(N1CCCC1)C(NC(=O)OC(C)(C)C)Cc1ccccc1,-6.6
n1c2c(ncc1c1ccccc1)cc(c(c2)C)C,-9.5
O=C(N1C(CCC1)C(=O)O)C(NC(=O)OC(C)(C)C)C(C)C,-8.1
O1C2=NC(C(=O)N2CC1)(c1ccccc1)c1ccccc1,-8.4
S=C(NC(CC(=O)C)(C)C)Nc1c2c(ccc1)cccc2,-9.3
Clc1c(C(O)c2ccccc2)cccc1,-8.7
O=C1N(C(C)(C)C)C(=O)CC1,-6.3
O=C1N(CCN1/C=C/C)/C=C/C,-5.8
OC1(C2CCN(C2)C)c2c(-c3c1cccc3)cccc2,-8
ClC(C(=O)Nc1ccc(cc1)C)C,-7.3
O=c1[nH]c(NCCCc2ccccc2)cc(=O)[nH]1,-8.9
OC1C(n2cc(c(=O)[nH]c2=O)C)CCC1,-7.5
O=C(N)c1nc(n2nc(c(nc12)C)C)C,-7.1
Oc1cc(=O)[nH]cc1,-5.7
Clc1cc2[nH]c(nc2cc1Cl)CNC(=O)OC,-8.1
O1[C@@H]([C@@H](C(=O)c2c1cc(O)cc2O)C)C,-8.6
O(C(=O)c1nc([nH]c(=O)c1C)C)CC,-7
OC1C(C2CCCCC2)CCCC1,-7.5
Oc1c(C(C)C)cc(N=O)cc1C(C)C,-7.7
OC(=O)Cc1nc2n(c1)ccc(c2)C,-7.1
O=C(C1CC1)/C=C/c1ccccc1,-7.8
